image,id,name,xMin,xMax,yMin,yMax
batch_1/000025.jpg,104,Poptab,749.0,774.0,1289.0,1375.0
batch_1/000025.jpg,105,Paper,1426.0,1536.0,1294.0,1567.0
batch_1/000029.jpg,106,Can,652.0,1077.0,874.0,1563.0
batch_1/000035.jpg,107,Plasticbottle,33.0,635.0,230.0,1546.0
batch_1/000035.jpg,108,Plasticbottle,807.0,1517.0,103.0,1716.0
batch_1/000035.jpg,109,Cup,886.0,1200.0,522.0,954.0
batch_1/000037.jpg,110,Can,929.0,1308.0,557.0,1057.0
batch_1/000037.jpg,111,Can,494.0,866.0,531.0,1064.0
batch_1/000037.jpg,112,Can,709.0,1005.0,271.0,753.0
batch_1/000037.jpg,113,Poptab,658.0,795.0,639.0,729.0
batch_1/000037.jpg,114,Poptab,781.0,882.0,293.0,369.0
batch_1/000045.jpg,115,Can,564.0,1086.0,1303.0,1536.0
batch_1/000045.jpg,116,Can,0.0,437.0,452.0,956.0
batch_1/000045.jpg,117,Can,395.0,819.0,475.0,961.0
batch_1/000045.jpg,118,Can,804.0,1143.0,465.0,966.0
batch_1/000045.jpg,119,Can,1128.0,1624.0,327.0,975.0
batch_1/000045.jpg,120,Can,1583.0,2049.0,315.0,984.0
batch_1/000038.jpg,121,Can,238.0,639.0,686.0,1161.0
batch_1/000038.jpg,122,Can,802.0,1215.0,410.0,754.0
batch_1/000038.jpg,123,Can,1498.0,1903.0,636.0,1113.0
batch_1/000038.jpg,124,Poptab,392.0,549.0,764.0,844.0
batch_1/000038.jpg,125,Poptab,1134.0,1198.0,570.0,653.0
batch_1/000038.jpg,126,Poptab,1719.0,1859.0,752.0,850.0
batch_1/000065.JPG,127,Plasticlid,53.0,1094.0,480.0,1527.0
batch_1/000065.JPG,128,Other,1414.0,2013.0,1285.0,1879.0
batch_1/000065.JPG,129,Carton,1824.0,2852.0,475.0,1210.0
batch_1/000065.JPG,130,Carton,1183.0,2189.0,55.0,1109.0
batch_1/000066.JPG,131,Carton,413.0,1556.0,1120.0,2042.0
batch_1/000067.JPG,132,Carton,31.0,1731.0,194.0,2301.0
batch_1/000068.JPG,133,Straw,898.0,1668.0,1777.0,1974.0
batch_1/000069.JPG,134,Can,1050.0,1460.0,1654.0,2007.0
batch_1/000070.JPG,135,Can,1038.0,1293.0,1111.0,1748.0
batch_1/000071.JPG,136,Carton,1024.0,1580.0,1397.0,1989.0
batch_1/000072.JPG,137,Wrapper,704.0,1387.0,1301.0,1892.0
batch_1/000072.JPG,138,Paper,1.0,815.0,1413.0,2443.0
batch_1/000073.JPG,139,Can,940.0,1432.0,837.0,1548.0
batch_1/000074.JPG,140,Cup,1205.0,1416.0,1905.0,2176.0
batch_1/000076.JPG,141,Straw,603.0,985.0,1908.0,2267.0
batch_1/000078.JPG,142,Paper,421.0,1783.0,1009.0,2955.0
batch_1/000079.JPG,143,Paper,257.0,1969.0,1089.0,2870.0
batch_1/000081.JPG,144,Plasticbottle,749.0,1193.0,1972.0,2256.0
batch_1/000081.JPG,145,Plasticbottlecap,1135.0,1192.0,1972.0,2063.0
batch_1/000082.JPG,146,Wrapper,966.0,1491.0,1399.0,1884.0
batch_1/000083.JPG,147,Cup,942.0,1436.0,950.0,1454.0
batch_1/000083.JPG,148,Plasticlid,1390.0,1668.0,915.0,1479.0
batch_1/000084.JPG,149,Cup,701.0,1306.0,2191.0,2750.0
batch_1/000084.JPG,150,Plasticlid,1070.0,1376.0,2180.0,2606.0
batch_1/000084.JPG,151,Can,1090.0,1260.0,411.0,559.0
batch_1/000084.JPG,152,Can,1905.0,2051.0,284.0,435.0
batch_1/000085.JPG,153,Straw,871.0,1712.0,1258.0,1571.0
batch_1/000085.JPG,154,Other,1562.0,1631.0,1159.0,1255.0
batch_1/000085.JPG,155,Other,2355.0,2429.0,1425.0,1469.0
batch_1/000086.JPG,156,Other,1246.0,1653.0,1052.0,1615.0
batch_1/000087.JPG,157,Paper,1018.0,1376.0,1125.0,1522.0
batch_1/000088.JPG,158,Can,311.0,1176.0,1648.0,2501.0
batch_1/000088.JPG,159,Other,1633.0,2357.0,1055.0,2251.0
batch_1/000088.JPG,160,Other,1833.0,2352.0,1055.0,1420.0
batch_1/000088.JPG,161,Paper,829.0,2025.0,2.0,1269.0
batch_1/000090.JPG,162,Can,608.0,1539.0,439.0,1631.0
batch_1/000090.JPG,163,Other,1118.0,1504.0,1008.0,1388.0
batch_1/000091.JPG,164,Other,0.0,2190.0,414.0,2015.0
batch_1/000091.JPG,165,Metalbottlecap,2593.0,3175.0,914.0,1355.0
batch_1/000092.JPG,166,Carton,277.0,1410.0,686.0,1884.0
batch_1/000092.JPG,167,Plasticcontainer,1533.0,2151.0,926.0,1582.0
batch_1/000092.JPG,168,Wrapper,1535.0,2149.0,926.0,1451.0
batch_1/000093.JPG,169,Plasticcontainer,1278.0,1880.0,1841.0,2495.0
batch_1/000094.JPG,170,Plasticfilm,311.0,1818.0,729.0,2468.0
batch_1/000094.JPG,171,Other,665.0,1722.0,936.0,1959.0
batch_1/000095.JPG,172,Plasticfilm,620.0,2369.0,1033.0,3194.0
batch_1/000095.JPG,173,Other,959.0,1325.0,583.0,1104.0
batch_1/000095.JPG,174,Other,480.0,963.0,541.0,1273.0
batch_1/000096.JPG,175,Plasticfilm,597.0,1815.0,1008.0,2134.0
batch_1/000062.JPG,176,Can,870.0,1490.0,673.0,1059.0
batch_1/000062.JPG,177,Can,1447.0,2050.0,829.0,1490.0
batch_1/000062.JPG,178,Plasticbottle,657.0,1492.0,1036.0,1397.0
batch_1/000062.JPG,179,Poptab,1472.0,1581.0,1384.0,1428.0
batch_1/000062.JPG,180,Wrapper,0.0,440.0,2135.0,2880.0
batch_1/000062.JPG,181,Wrapper,1963.0,2044.0,405.0,452.0
batch_1/000062.JPG,182,Plasticfilm,524.0,1402.0,1487.0,2914.0
batch_1/000062.JPG,183,Plasticfilm,625.0,1028.0,2233.0,2694.0
batch_1/000062.JPG,184,Plasticfilm,1904.0,2084.0,49.0,197.0
batch_1/000062.JPG,185,Aluminiumfoil,2016.0,2133.0,1783.0,1870.0
batch_1/000062.JPG,186,Aluminiumfoil,1065.0,1123.0,2681.0,2798.0
batch_1/000062.JPG,187,Paper,1113.0,1218.0,411.0,591.0
batch_1/000062.JPG,188,Plasticbottlecap,657.0,737.0,1217.0,1377.0
batch_1/000098.JPG,189,Plasticbottle,571.0,1018.0,985.0,1799.0
batch_1/000098.JPG,190,Wrapper,1751.0,1925.0,2342.0,2432.0
batch_1/000098.JPG,191,Metalbottlecap,1998.0,2083.0,1730.0,1797.0
batch_1/000098.JPG,192,Plasticbottlecap,797.0,893.0,985.0,1038.0
batch_1/000098.JPG,193,Poptab,1913.0,2038.0,2526.0,2621.0
batch_1/000099.JPG,194,Plasticfilm,657.0,1210.0,15.0,598.0
batch_1/000099.JPG,195,Plasticlid,850.0,1274.0,1772.0,2190.0
batch_1/000064.JPG,196,Cup,913.0,1519.0,1077.0,1668.0
batch_1/000100.JPG,197,Cup,930.0,1636.0,615.0,1324.0
batch_1/000101.JPG,198,Straw,1040.0,1950.0,59.0,2311.0
batch_1/000101.JPG,199,Cup,439.0,1884.0,1055.0,2428.0
batch_1/000102.JPG,200,Carton,812.0,2016.0,1171.0,1996.0
batch_1/000102.JPG,201,Carton,955.0,1995.0,340.0,1218.0
batch_1/000102.JPG,202,Carton,1824.0,2434.0,720.0,1538.0
batch_1/000102.JPG,203,Other,1177.0,1229.0,1887.0,1935.0
batch_1/000102.JPG,204,Other,1014.0,1064.0,1875.0,1921.0
batch_1/000102.JPG,205,Other,1097.0,1203.0,222.0,292.0
batch_1/000104.JPG,206,Other,1958.0,2522.0,128.0,813.0
batch_1/000104.JPG,207,Other,1322.0,1633.0,425.0,640.0
batch_1/000104.JPG,208,Can,734.0,1926.0,1236.0,2389.0
batch_1/000104.JPG,209,Plasticbottlecap,2245.0,2529.0,1878.0,2148.0
batch_1/000104.JPG,210,Plasticbottlecap,2493.0,2753.0,1045.0,1229.0
batch_1/000104.JPG,211,Other,2493.0,3182.0,1044.0,2273.0
batch_1/000104.JPG,212,Other,1545.0,1920.0,1010.0,1465.0
batch_1/000105.JPG,213,Plasticfilm,848.0,1947.0,1113.0,2531.0
batch_1/000106.JPG,214,Carton,1105.0,1861.0,827.0,1122.0
batch_1/000106.JPG,215,Carton,760.0,1283.0,1661.0,1856.0
batch_1/000106.JPG,216,Carton,951.0,1250.0,2782.0,3204.0
batch_1/000106.JPG,217,Plasticbottle,1680.0,1958.0,2500.0,3182.0
batch_1/000106.JPG,218,Plasticbottle,2030.0,2447.0,2438.0,3073.0
batch_1/000106.JPG,219,Plasticbottlecap,2112.0,2448.0,2439.0,2668.0
batch_1/000107.JPG,220,Can,2039.0,2399.0,1606.0,2142.0
batch_1/000107.JPG,221,Plasticfilm,1909.0,2109.0,544.0,812.0
batch_1/000107.JPG,222,Plasticfilm,2061.0,2250.0,501.0,787.0
batch_1/000107.JPG,223,Plasticfilm,2153.0,2345.0,413.0,690.0
batch_1/000107.JPG,224,Poptab,2223.0,2324.0,2025.0,2117.0
batch_1/000108.JPG,225,Other,821.0,1504.0,1683.0,2408.0
batch_1/000110.JPG,226,Wrapper,676.0,888.0,546.0,838.0
batch_1/000110.JPG,227,Can,779.0,1019.0,2933.0,3049.0
batch_1/000111.JPG,228,Can,844.0,1101.0,2332.0,2628.0
batch_1/000111.JPG,229,Can,434.0,621.0,1871.0,2152.0
batch_1/000111.JPG,230,Plasticcontainer,839.0,1080.0,1845.0,2220.0
batch_1/000115.JPG,231,Carton,1523.0,2087.0,1057.0,1596.0
batch_1/000115.JPG,232,Plasticbottle,361.0,1059.0,520.0,851.0
batch_1/000115.JPG,233,Plasticbottlecap,993.0,1058.0,520.0,617.0
batch_1/000115.JPG,234,Can,2278.0,2735.0,759.0,972.0
batch_1/000115.JPG,235,Plasticcontainer,2981.0,3264.0,151.0,445.0
batch_1/000115.JPG,236,Paper,2427.0,2840.0,845.0,1107.0
batch_1/000115.JPG,237,Other,2728.0,2859.0,797.0,881.0
batch_1/000115.JPG,238,Other,2803.0,2905.0,116.0,229.0
batch_1/000117.JPG,239,Cup,1555.0,1950.0,799.0,1301.0
batch_1/000117.JPG,240,Plasticlid,1591.0,1947.0,799.0,1118.0
batch_1/000117.JPG,241,Other,2195.0,2265.0,538.0,606.0
batch_1/000117.JPG,242,Paper,2185.0,2297.0,1042.0,1310.0
batch_1/000118.JPG,243,Wrapper,831.0,1179.0,1289.0,1540.0
batch_1/000119.JPG,244,Other,922.0,1414.0,1748.0,2523.0
batch_1/000120.JPG,245,Plasticfilm,593.0,1904.0,1208.0,2064.0
batch_1/000121.JPG,246,Plasticbottlecap,728.0,920.0,2087.0,2291.0
batch_1/000121.JPG,247,Metalbottlecap,1050.0,1217.0,1243.0,1362.0
batch_1/000122.JPG,248,Metalbottlecap,654.0,780.0,1783.0,1897.0
batch_1/000004.jpg,249,Can,649.0,742.0,55.0,143.0
batch_1/000124.JPG,250,Styrofoampiece,489.0,2250.0,124.0,3249.0
batch_1/000124.JPG,251,Aluminiumfoil,808.0,1417.0,2039.0,2755.0
batch_1/000124.JPG,252,Aluminiumfoil,1318.0,1691.0,2098.0,2586.0
batch_1/000127.JPG,253,Can,1.0,850.0,1727.0,2944.0
batch_1/000127.JPG,254,Can,768.0,1730.0,1254.0,1929.0
batch_1/000127.JPG,255,Plasticfilm,0.0,877.0,702.0,2103.0
batch_1/000127.JPG,256,Plasticfilm,200.0,2448.0,1601.0,3264.0
batch_1/000127.JPG,257,Plasticfilm,1.0,2448.0,0.0,1097.0
batch_1/000127.JPG,258,Carton,661.0,2448.0,97.0,1309.0
batch_1/000127.JPG,259,Carton,1711.0,2447.0,1285.0,2243.0
batch_1/000127.JPG,260,Plasticcontainer,0.0,1532.0,158.0,1314.0
batch_1/000127.JPG,261,Plasticcontainer,634.0,1147.0,71.0,234.0
batch_1/000127.JPG,262,Paper,434.0,725.0,84.0,272.0
batch_1/000128.JPG,263,Carton,0.0,1528.0,0.0,1687.0
batch_1/000128.JPG,264,Carton,52.0,810.0,71.0,725.0
batch_1/000128.JPG,265,Carton,0.0,1936.0,1093.0,2849.0
batch_1/000128.JPG,266,Can,1102.0,1713.0,861.0,1200.0
batch_1/000128.JPG,267,Can,1505.0,2048.0,401.0,968.0
batch_1/000128.JPG,268,Can,1850.0,2448.0,1007.0,1538.0
batch_1/000128.JPG,269,Carton,1694.0,2296.0,727.0,1265.0
batch_1/000128.JPG,270,Poptab,2294.0,2448.0,1152.0,1313.0
batch_1/000128.JPG,271,Plasticbottle,954.0,2446.0,1582.0,2872.0
batch_1/000128.JPG,272,Plasticbottlecap,953.0,1126.0,2663.0,2874.0
batch_1/000128.JPG,273,Plasticfilm,0.0,868.0,2601.0,3218.0
batch_1/000128.JPG,274,Aluminiumfoil,739.0,1443.0,2488.0,3058.0
batch_1/000128.JPG,275,Aluminiumfoil,1447.0,2448.0,2388.0,3264.0
batch_1/000129.JPG,276,Carton,0.0,2394.0,1139.0,3102.0
batch_1/000129.JPG,277,Can,618.0,867.0,1224.0,1466.0
batch_1/000129.JPG,278,Carton,984.0,1424.0,901.0,1534.0
batch_1/000129.JPG,279,Carton,1014.0,1461.0,805.0,1167.0
batch_1/000129.JPG,280,Carton,1196.0,1458.0,549.0,825.0
batch_1/000129.JPG,281,Carton,1479.0,2075.0,772.0,1100.0
batch_1/000129.JPG,282,Carton,335.0,955.0,641.0,1152.0
batch_1/000028.jpg,283,Other,454.0,490.0,1437.0,1539.0
batch_1/000068.JPG,284,Other,170.0,256.0,1508.0,1662.0
batch_1/000068.JPG,285,Other,130.0,208.0,1348.0,1446.0
batch_1/000072.JPG,286,Other,968.0,1106.0,2492.0,2618.0
batch_1/000074.JPG,287,Other,1776.0,1814.0,1222.0,1232.0
batch_1/000076.JPG,288,Other,548.0,600.0,1836.0,1888.0
batch_1/000076.JPG,289,Other,368.0,424.0,1658.0,1716.0
batch_1/000076.JPG,290,Other,302.0,378.0,1634.0,1714.0
batch_1/000076.JPG,291,Other,54.0,114.0,1340.0,1402.0
batch_1/000076.JPG,292,Other,1180.0,1254.0,876.0,946.0
batch_1/000076.JPG,293,Other,1026.0,1096.0,1004.0,1074.0
batch_1/000081.JPG,294,Other,1388.0,1452.0,2610.0,2706.0
batch_1/000085.JPG,295,Other,1338.0,1412.0,1236.0,1282.0
batch_1/000085.JPG,296,Other,1536.0,1654.0,1146.0,1178.0
batch_1/000085.JPG,297,Other,1590.0,1714.0,1214.0,1300.0
batch_1/000085.JPG,298,Other,1676.0,1710.0,1424.0,1526.0
batch_1/000085.JPG,299,Other,1710.0,1814.0,1472.0,1512.0
batch_1/000085.JPG,300,Other,1854.0,1882.0,1278.0,1360.0
batch_1/000086.JPG,301,Other,740.0,862.0,540.0,602.0
batch_1/000086.JPG,302,Other,1396.0,1520.0,1630.0,1716.0
batch_1/000087.JPG,303,Other,148.0,208.0,816.0,888.0
batch_1/000108.JPG,304,Other,1296.0,1380.0,1512.0,1628.0
batch_1/000115.JPG,305,Other,474.0,564.0,496.0,540.0
batch_1/000115.JPG,306,Other,898.0,936.0,346.0,364.0
batch_1/000115.JPG,307,Other,248.0,312.0,84.0,112.0
batch_1/000115.JPG,308,Other,700.0,758.0,1560.0,1594.0
batch_1/000120.JPG,309,Other,1822.0,1856.0,1026.0,1070.0
batch_10/000000.jpg,309,Plasticbottle,1370.0,1750.0,1291.0,1441.0
batch_10/000001.jpg,310,Plasticbottle,247.0,705.0,101.04761,499.0476
batch_10/000001.jpg,311,Plasticbottlecap,247.0,324.0,427.0476,497.0476
batch_10/000001.jpg,312,Other,295.0,498.0,75.04761,203.0476
batch_10/000001.jpg,313,Other,869.0,1295.0,718.0476,966.0476
batch_10/000001.jpg,314,Other,851.0,1042.0,751.0476,937.0476
batch_10/000001.jpg,315,Other,2231.0,2494.0,836.0476,1042.0476
batch_10/000001.jpg,316,Other,2436.9524,2519.9524,873.0476,979.0476
batch_10/000001.jpg,317,Plasticbottle,2577.0952,2745.0952,423.0476,562.0476
batch_10/000001.jpg,318,Other,3007.0952,3071.0952,874.0476,939.0476
batch_10/000001.jpg,319,Other,2955.0952,2987.0952,868.0476,880.0476
batch_10/000001.jpg,320,Other,1353.7144,1409.7144,1598.0476,1654.0476
batch_10/000001.jpg,321,Other,1061.8572,1118.8572,661.0476,720.0476
batch_10/000001.jpg,322,Other,3297.0952,3360.0952,455.0476,474.0476
batch_10/000002.jpg,323,Other,643.0,759.0,551.0,602.0
batch_10/000002.jpg,324,Other,257.0,373.0,1386.0,1414.0
batch_10/000002.jpg,325,Plasticbottle,1224.0,1630.0,994.0,1194.0
batch_10/000002.jpg,326,Plasticbottlecap,1224.0,1257.0,1159.0,1196.0
batch_10/000002.jpg,327,Other,1217.0,1356.0,429.0,488.00000000000006
batch_10/000002.jpg,328,Plasticfilm,7.0,109.0,689.0,771.0
batch_10/000003.jpg,329,Plasticfilm,1.0,99.0,238.99999999999997,323.0
batch_10/000003.jpg,330,Plasticbottle,516.0,764.0,377.0,555.0
batch_10/000003.jpg,331,Plasticbottle,665.0,910.0,313.0,504.00000000000006
batch_10/000003.jpg,332,Plasticfilm,488.0,626.0,340.0,428.0
batch_10/000003.jpg,333,Plasticfilm,399.0,477.00000000000006,156.0,226.0
batch_10/000003.jpg,334,Wrapper,749.0,815.0,607.0,676.0
batch_10/000003.jpg,335,Cup,1130.0,1230.0,839.0000000000001,940.0
batch_10/000003.jpg,336,Other,1619.0000000000002,1707.0,751.0,863.0000000000001
batch_10/000003.jpg,337,Plasticfilm,2104.0,2403.0,355.0,473.0
batch_10/000003.jpg,338,Plasticfilm,2042.0000000000002,2329.0,585.0,730.0
batch_10/000003.jpg,339,Plasticfilm,2902.0,3102.0,234.0,445.0
batch_10/000003.jpg,340,Other,1228.0,1397.0,371.0,520.0
batch_10/000003.jpg,341,Other,1323.0,1420.0,585.0,664.0
batch_10/000003.jpg,342,Other,211.0,408.0,202.99999999999997,311.0
batch_10/000004.jpg,343,Plasticfilm,549.0,698.0,2217.0,2401.0
batch_10/000004.jpg,344,Plasticfilm,959.0,1446.0,2301.0,2570.0
batch_10/000004.jpg,345,Other,1334.0,1421.0,2600.0,2675.0
batch_10/000004.jpg,346,Other,981.0,1377.0,3636.0,3826.0
batch_10/000004.jpg,347,Plasticfilm,1657.0,1778.0,3383.0,3472.0
batch_10/000004.jpg,348,Other,694.0,781.0,3091.0,3202.0
batch_10/000004.jpg,349,Other,1589.0,1823.0,2445.0,2683.0
batch_10/000004.jpg,350,Other,1778.0,1820.0,3419.0,3567.0
batch_10/000004.jpg,351,Other,1383.0,1711.0,2242.0,2353.0
batch_10/000004.jpg,352,Plasticfilm,1344.0,1432.0,1858.0,1933.0
batch_10/000004.jpg,353,Other,1655.0,1747.0,2052.0,2133.0
batch_10/000005.jpg,354,Plasticcontainer,121.0,195.0,1122.0,1296.0
batch_10/000005.jpg,355,Plasticcontainer,1001.0,1272.0,1226.0,1404.0
batch_10/000005.jpg,356,Plasticfilm,1089.0,1529.0,1551.0,2112.0
batch_10/000005.jpg,357,Plasticbottle,1139.0,1708.0,3035.0,3257.0
batch_10/000005.jpg,358,Plasticfilm,405.00000000000006,644.0,3679.0,3916.0000000000005
batch_10/000005.jpg,359,Plasticfilm,2.0,101.00000000000001,3586.0,3829.0
batch_10/000005.jpg,360,Wrapper,256.0,688.0,2220.0,2803.0
batch_10/000005.jpg,361,Other,544.0,681.0,750.0,930.0000000000001
batch_10/000005.jpg,362,Other,918.0,989.0,2546.0,2607.0
batch_10/000006.jpg,363,Plasticfilm,912.0,1318.0,1235.0,1879.0
batch_10/000006.jpg,364,Plasticfilm,1144.0,1479.0,1472.0,1863.0
batch_10/000006.jpg,365,Other,1510.0,1634.0,730.0,907.0
batch_10/000006.jpg,366,Other,1757.0,1819.0,2179.0,2320.0
batch_10/000007.jpg,367,Plasticcontainer,153.0,384.0,2621.0,2774.0
batch_10/000007.jpg,368,Other,2.0,174.0,146.0,210.0
